Threshold,TP_Must_Have,TP_Should_Have,FN_Must_Have,FN_Should_Have,FP,Precision,Precision_Must_Have,Precision_Should_Have,Recall,Recall_Must_Have,Recall_Should_Have,F0.5_Score,F0.5_Score_Must_Have,F0.5_Score_Should_Have,F1_Score,F1_Score_Must_Have,F1_Score_Should_Have,F2_Score,F2_Score_Must_Have,F2_Score_Should_Have
1,7.0,7.0,1.0,4.0,32.0,0.30434782608695654,0.1794871794871795,0.1794871794871795,0.7368421052631579,0.875,0.6363636363636364,0.3448275862068966,0.21341463414634146,0.2095808383233533,0.43076923076923074,0.2978723404255319,0.28,0.5737704918032787,0.4929577464788732,0.4216867469879518
2,4.0,4.0,4.0,7.0,14.0,0.36363636363636365,0.2222222222222222,0.2222222222222222,0.42105263157894735,0.5,0.36363636363636365,0.37383177570093457,0.25,0.2409638554216867,0.3902439024390244,0.30769230769230765,0.27586206896551724,0.40816326530612246,0.4,0.32258064516129026
5,2.0,1.0,6.0,10.0,8.0,0.2727272727272727,0.2,0.1111111111111111,0.15789473684210525,0.25,0.09090909090909091,0.23809523809523808,0.20833333333333334,0.10638297872340424,0.19999999999999998,0.22222222222222224,0.09999999999999999,0.17241379310344826,0.23809523809523808,0.09433962264150941
Best F1 Score at threshold 1,,,,,,,,,,,,,,,,,,,,
